-0.20594911	0.20594548	0.38180834	-0.054403517	-0.05699031	-0.102695234	0.4984575	0.04710671	-0.09595522	-0.26738283	-0.27463713	-0.3021743	-0.33215603	0.09567515	0.02979994	-0.45741412
-0.1681914	0.30752748	0.42504486	-0.09604453	-0.1290738	-0.17495011	0.54804426	-0.08120121	-0.26918566	-0.5655125	-0.073786706	-0.24083468	-0.56005424	0.2654343	-0.048680585	-0.19746697
-0.45863247	0.29592958	0.4706982	-0.25951722	-0.024721947	-0.19605064	0.43075958	-0.18712948	-0.36532775	-0.3942246	0.025051923	0.2111053	0.09013378	0.10871521	-0.31276864	-0.15475063
0.16169983	0.0691069	0.19015509	0.029727481	-0.036331594	-0.120946914	0.33511314	0.12940358	0.1572126	-0.03905086	-0.10551802	-0.29402223	-0.19508547	-0.005757994	0.002882493	-0.46514654
0.028617062	0.43926334	0.4576154	-0.05777136	-0.42414635	-0.007521762	0.11902161	0.13646066	0.0052036652	-0.13623473	0.17296736	0.2782423	0.00090680225	0.4276457	-0.32284433	-0.41948697
-0.90875274	-0.069557816	0.16200686	-0.5851489	0.5060622	-0.45694673	0.7474058	-0.6673156	-0.6990111	-0.5024458	-0.043808665	0.26533386	0.57731897	-0.31902337	-0.27978742	0.61820585
-0.1528304	0.1760518	0.4277947	-0.16790292	-0.023939045	-0.24004179	0.33994108	-0.09394842	-0.19166546	-0.4844346	-0.08154764	-0.2641361	-0.36607274	0.08979557	-0.03566793	-0.18234612
-0.2625138	0.30653608	0.33822128	-0.05859161	-0.23063159	0.1540845	0.3462564	-0.03379002	-0.21635301	-0.30629113	-0.24474782	0.068333454	-0.21978702	0.38586655	0.017983131	-0.08377654
-0.2772678	-0.085083656	-0.16765288	0.11913703	0.11760358	0.32633287	0.40226653	0.23670676	0.10188369	0.29213881	-0.3117446	0.04131975	0.119633846	-0.048113376	0.19300364	-0.45361042
-0.24016552	-0.14788882	-0.010746139	-0.01796654	0.2195236	-0.086911164	0.39744124	-0.0019815501	-0.05917239	-0.06284406	-0.29810083	-0.22066315	-0.12667553	-0.11092102	0.1474421	-0.22013894
-0.5340858	-0.548587	-0.45548737	-0.1405482	0.57717144	-0.17215349	0.8057111	-0.18861124	-0.21855716	-0.21617313	-0.63522196	-0.6239104	-0.43186712	-0.47147533	0.66359824	0.13474436
